organization_venue_name,website,city,state,event_type,booking_page,public_email,phone,social_link,source_url,notes
organization venue name sample 1,https://djs-sample-01.example,Los Angeles,CA,event type sample 1,Relevant events and venues opportunity signal 1,hello1@djs-sample-01.example,(555) 010-100,https://www.instagram.com/djs-sample-01,https://example.com/source/djs-with-booking-contacts/1,Sample row for DJs with booking contacts; replace with verified production data before outreach.
organization venue name sample 2,https://djs-sample-02.example,San Diego,CA,event type sample 2,Relevant events and venues opportunity signal 2,hello2@djs-sample-02.example,(555) 011-101,https://www.instagram.com/djs-sample-02,https://example.com/source/djs-with-booking-contacts/2,Sample row for DJs with booking contacts; replace with verified production data before outreach.
organization venue name sample 3,https://djs-sample-03.example,San Jose,CA,event type sample 3,Relevant events and venues opportunity signal 3,hello3@djs-sample-03.example,(555) 012-102,https://www.instagram.com/djs-sample-03,https://example.com/source/djs-with-booking-contacts/3,Sample row for DJs with booking contacts; replace with verified production data before outreach.
organization venue name sample 4,https://djs-sample-04.example,Austin,TX,event type sample 4,Relevant events and venues opportunity signal 4,hello4@djs-sample-04.example,(555) 013-103,https://www.instagram.com/djs-sample-04,https://example.com/source/djs-with-booking-contacts/4,Sample row for DJs with booking contacts; replace with verified production data before outreach.
organization venue name sample 5,https://djs-sample-05.example,Denver,CO,event type sample 5,Relevant events and venues opportunity signal 5,hello5@djs-sample-05.example,(555) 014-104,https://www.instagram.com/djs-sample-05,https://example.com/source/djs-with-booking-contacts/5,Sample row for DJs with booking contacts; replace with verified production data before outreach.
organization venue name sample 6,https://djs-sample-06.example,Phoenix,AZ,event type sample 6,Relevant events and venues opportunity signal 6,hello6@djs-sample-06.example,(555) 015-105,https://www.instagram.com/djs-sample-06,https://example.com/source/djs-with-booking-contacts/6,Sample row for DJs with booking contacts; replace with verified production data before outreach.
organization venue name sample 7,https://djs-sample-07.example,Chicago,IL,event type sample 7,Relevant events and venues opportunity signal 7,hello7@djs-sample-07.example,(555) 016-106,https://www.instagram.com/djs-sample-07,https://example.com/source/djs-with-booking-contacts/7,Sample row for DJs with booking contacts; replace with verified production data before outreach.
organization venue name sample 8,https://djs-sample-08.example,Seattle,WA,event type sample 8,Relevant events and venues opportunity signal 8,hello8@djs-sample-08.example,(555) 017-107,https://www.instagram.com/djs-sample-08,https://example.com/source/djs-with-booking-contacts/8,Sample row for DJs with booking contacts; replace with verified production data before outreach.
organization venue name sample 9,https://djs-sample-09.example,Atlanta,GA,event type sample 9,Relevant events and venues opportunity signal 9,hello9@djs-sample-09.example,(555) 018-108,https://www.instagram.com/djs-sample-09,https://example.com/source/djs-with-booking-contacts/9,Sample row for DJs with booking contacts; replace with verified production data before outreach.
organization venue name sample 10,https://djs-sample-10.example,Miami,FL,event type sample 10,Relevant events and venues opportunity signal 10,hello10@djs-sample-10.example,(555) 019-109,https://www.instagram.com/djs-sample-10,https://example.com/source/djs-with-booking-contacts/10,Sample row for DJs with booking contacts; replace with verified production data before outreach.
